recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,source_servings,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status,source_note
Grilled Fish Fillet KBR-384 ONEGO V3,RCP-053-GRILLEDFIS-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Fish\Grilled Fish Fillet. 100 pax.docx,15,Fresh coriander or parsley,300.0,g,100,CORIANDER LEAVES (BDL),PR000062,3,g,mapped,
Allo Gosht KBR-384 ONEGO V3,RCP-054-ALLOGOSHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Allo Gosht.100 pax.docx,1,Mutton,12.0,kg,100,MUTTON CARCASS UNDER 20 1/1KG,134213,120,g,mapped,
Allo Gosht KBR-384 ONEGO V3,RCP-054-ALLOGOSHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Allo Gosht.100 pax.docx,2,Potatoes,8.0,kg,100,POTATO (LOCAL),PR000022,80,g,mapped,
Allo Gosht KBR-384 ONEGO V3,RCP-054-ALLOGOSHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Allo Gosht.100 pax.docx,3,Onions,5.0,kg,100,DRY ONION (LOCAL),PR000020,50,g,mapped,
Allo Gosht KBR-384 ONEGO V3,RCP-054-ALLOGOSHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Allo Gosht.100 pax.docx,4,Tomatoes,4.0,kg,100,TOMATO (ADY),PR000005,40,g,mapped,
Allo Gosht KBR-384 ONEGO V3,RCP-054-ALLOGOSHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Allo Gosht.100 pax.docx,5,Yogurt,3.0,kg,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,30,g,mapped,
Allo Gosht KBR-384 ONEGO V3,RCP-054-ALLOGOSHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Allo Gosht.100 pax.docx,6,Ginger garlic paste,700.0,g,100,GARLIC  (CHINA),PR000018,7,g,mapped,
Allo Gosht KBR-384 ONEGO V3,RCP-054-ALLOGOSHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Allo Gosht.100 pax.docx,7,Green chilies,300.0,g,100,GREEN CHILLI (INDIAN),PR000016,3,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,1,Mutton,20.0,kg,100,MUTTON CARCASS UNDER 20 1/1KG,134213,200,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,2,Yogurt,5.0,kg,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,50,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,3,Ginger garlic paste,1.2,kg,100,GARLIC  (CHINA),PR000018,12,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,4,Green chili paste,300.0,g,100,GREEN CHILLI (INDIAN),PR000016,3,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,5,Lemon juice,300.0,ml,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,3,ml,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,6,Turmeric powder,120.0,g,100,SHAN TURMERIC POWDER  10/1KG,GR000043,1.2,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,7,Red chili powder,350.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,3.5,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,8,Biryani masala,500.0,g,100,A-TFGA MEHRAN BIRIYANI POWDER 48/50G,275700,5,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,9,Salt,700.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,7,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,10,Fresh coriander,1.5,kg,100,CORIANDER LEAVES (BDL),PR000062,15,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,11,Fresh mint leaves,1.0,kg,100,MINT (BDL),PR000060,10,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,12,Basmati rice,16.0,kg,100,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,GR003677,160,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,13,Salt,500.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,5,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,14,Bay leaves,40.0,pieces,100,TFG NIAZ BAY LEAVES 1/1KG,147040,0.08,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,15,Green cardamom,80.0,pieces,100,NIAZ CARDAMON 1/1KG,GR003571,0.16,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,16,Cloves,60.0,pieces,100,NIAZ CLOVE WHOLE 1/1KG,GR003482,0.06,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,17,Cinnamon sticks,40.0,pieces,100,NIAZ CINNAMON STICK 1/1KG,GR003481,2,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,18,Onions,8.0,kg,100,DRY ONION (LOCAL),PR000020,80,g,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,19,Oil for frying,4.0,l,100,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.04,l,mapped,
Mutton Biryani KBR-384 ONEGO V3,RCP-055-MUTTONBIRY-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Biryani. 100 pax.docx,20,Water,32,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.32,l,mapped,Water for boiling – as required | derived from 2:1 rice-water boiling ratio
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,1,Mutton,18.0,kg,100,MUTTON CARCASS UNDER 20 1/1KG,134213,180,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,2,Yogurt,2.5,kg,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,25,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,3,Ginger-garlic paste,500.0,g,100,GARLIC  (CHINA),PR000018,5,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,4,Lemon juice,200.0,ml,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,2,ml,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,5,Turmeric powder,60.0,g,100,SHAN TURMERIC POWDER  10/1KG,GR000043,0.6,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,6,Red chili powder,120.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,1.2,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,7,Garam masala,100.0,g,100,SHAN KORMA MASALA 10/1KG,GR001943,1,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,8,Salt,200.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,2,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,9,Oil or Ghee,1.5,l,100,ALMARAI BUTTER GHEE 6/1600G,242795,15,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,10,Whole Spices,30.0,pieces,100,Whole Spices,RCPMIS-V5-009-WHOLESPI,0.3,pieces,missing_master,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,11,Onions,6.0,kg,100,DRY ONION (LOCAL),PR000020,60,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,12,Tomato puree,4.0,kg,100,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,381887,40,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,13,Ginger-garlic paste,400.0,g,100,GARLIC  (CHINA),PR000018,4,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,14,Coriander powder,300.0,g,100,SHAN CORIANDER POWDER  10/1KG,GR000553,3,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,15,Cumin powder,150.0,g,100,SHAN CUMIN POWDER 10/1KG,GR000583,1.5,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,16,Kashmiri chili powder,150.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,1.5,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,17,Meat masala powder,150.0,g,100,Meat masala powder,RCPMIS-V5-011-MEATMASA,1.5,g,missing_master,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,18,Salt,150.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,1.5,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,19,Hot water,8.0,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.08,l,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,20,Kasuri methi,50.0,g,100,A-MEHRAN KAUSRI METHILEAVES 12/50G,276502,0.5,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,21,Garam masala powder,50.0,g,100,SHAN KORMA MASALA 10/1KG,GR001943,0.5,g,mapped,
Mutton Curry KBR-384 ONEGO V3,RCP-056-MUTTONCURR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Curry Recipe.100 pax.docx,22,Fresh coriander,500.0,g,100,CORIANDER LEAVES (BDL),PR000062,5,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,1,Mutton,15.0,kg,100,MUTTON CARCASS UNDER 20 1/1KG,134213,150,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,2,Onions,4.0,kg,100,DRY ONION (LOCAL),PR000020,40,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,3,Yogurt,3.0,kg,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,30,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,4,Cooking oil / ghee,2.5,kg,100,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,25,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,5,Ginger garlic paste,800.0,g,100,GARLIC  (CHINA),PR000018,8,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,6,Green chili paste,200.0,g,100,GREEN CHILLI (INDIAN),PR000016,2,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,7,Cashew paste,500.0,g,100,A- SPIXA CASHEW NUTS 1/1KG,404349,5,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,8,Fresh cream,1.0,l,100,TAFGA MARAI COOKING CREAM 12/1LTR,342384,0.01,l,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,9,Coriander powder,300.0,g,100,SHAN CORIANDER POWDER  10/1KG,GR000553,3,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,10,Red chili powder,200.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,2,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,11,Turmeric powder,80.0,g,100,SHAN TURMERIC POWDER  10/1KG,GR000043,0.8,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,12,Garam masala powder,150.0,g,100,SHAN KORMA MASALA 10/1KG,GR001943,1.5,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,13,Whole spices,100.0,g,100,Whole spices,RCPMIS-V5-009-WHOLESPI,1,g,missing_master,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,14,Salt,300.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,3,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,15,Water,10.0,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.1,l,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,16,Fresh coriander leaves,500.0,g,100,CORIANDER LEAVES (BDL),PR000062,5,g,mapped,
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,17,Fried onions,1.0,kg,100,DRY ONION (LOCAL),PR000020,10,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,1,Mutton,15.0,kg,100,MUTTON CARCASS UNDER 20 1/1KG,134213,150,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,2,Ginger paste,300.0,g,100,GINGER (CHINA),PR000019,3,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,3,Garlic paste,300.0,g,100,GARLIC  (CHINA),PR000018,3,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,4,Salt,150.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,1.5,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,5,Yogurt,400.0,ml,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,4,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,6,Ghee or Cooking oil,1.5,l,100,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.015,l,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,7,Fresh red tomatoes,8.0,kg,100,TOMATO (ADY),PR000005,80,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,8,Ginger,400.0,g,100,GINGER (CHINA),PR000019,4,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,9,Fresh green chilies,500.0,g,100,GREEN CHILLI (INDIAN),PR000016,5,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,10,Coriander seeds,150.0,g,100,CORIANDER LEAVES (BDL),PR000062,1.5,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,11,Cumin seeds,100.0,g,100,SHAN CUMIN WHOLE  10/1KG,GR000554,1,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,12,Black peppercorns,60.0,g,100,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.6,g,mapped,
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,13,Kashmiri red chili powder,50.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,0.5,g,mapped,
