recipe_name,recipe_code,source_file,removed_ingredient_name,removed_item_code,removed_quantity,removed_unit,reason
Sayadiyah Rice KBR-384 ONEGO V3,RCP-073-SAYADIYAHR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,750.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Vegetable Rice KBR-384 ONEGO V3,RCP-074-VEGETABLER-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,A-TOMEX VEG MIXED VEG 4/2.5KG,404332,15000.0,g,Replaced by source ingredient: Mixed Vegetables
Vegetable Rice KBR-384 ONEGO V3,RCP-074-VEGETABLER-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,500.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Vegetable Rice KBR-384 ONEGO V3,RCP-074-VEGETABLER-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,ALMARAI BUTTER GHEE 6/1600G,242795,1500.0,ml,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Vegetable Rice KBR-384 ONEGO V3,RCP-074-VEGETABLER-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,300.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Vermicelli Rice KBR-384 ONEGO V3,RCP-075-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Vermicelli Rice.docx,ALMARAI BUTTER GHEE 6/1600G,242795,950.0,ml,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
White Rice KBR-384 ONEGO V3,RCP-076-WHITERICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\White Rice Recipe.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,200.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
White Rice KBR-384 ONEGO V3,RCP-076-WHITERICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\White Rice Recipe.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,200.0,g,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Yellow Rice KBR-384 ONEGO V3,RCP-077-YELLOWRICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,ALMARAI BUTTER GHEE 6/1600G,242795,1.0,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Yellow Rice KBR-384 ONEGO V3,RCP-077-YELLOWRICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,A- SPIXA ALMONDS 1/1KG,404350,500.0,g,Replaced by source ingredient: Slivered Almonds
Yellow Rice KBR-384 ONEGO V3,RCP-077-YELLOWRICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,A-5 DIAMOND RAISIN 1/10KG,404314,500.0,g,Replaced by source ingredient: Golden Raisins
Zarda Rice KBR-384 ONEGO V3,RCP-078-ZARDARICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,A-5 DIAMOND RAISIN 1/10KG,404314,500.0,g,Replaced by source ingredient: Raisins
Zarda Rice KBR-384 ONEGO V3,RCP-078-ZARDARICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,A- SPIXA ALMONDS 1/1KG,404350,700.0,g,Replaced by source ingredient: Almonds
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,A-TOMEX GREEN PEAS 4/2.5KG,404330,4.5,kg,Replaced by source ingredient: AMAL CHICK PEAS # 07 1/15KG
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,A-TAFGA ORIENT GARDEN BAKING SODA 12/12Z,182376,45.0,ml,Replaced by source ingredient: Baking soda
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,80.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,200.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,120.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,2.5,kg,Replaced by source ingredient: TOMATO (ADY)
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,120.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,A-TOMEX GREEN PEAS 4/2.5KG,404330,3.5,kg,Replaced by source ingredient: AMAL CHICK PEAS # 07 1/15KG
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,A-TAFGA ORIENT GARDEN BAKING SODA 12/12Z,182376,60.0,ml,Replaced by source ingredient: Baking soda
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,A-TOMEX GREEN PEAS 4/2.5KG,404330,500.0,g,Replaced by source ingredient: AMAL CHICK PEAS # 07 1/15KG
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,CUCUMBER (ADY),PR000010,1.0,kg,Replaced by source ingredient: Cucumbers
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,EASTERN GARLIC POWDER 24/200G,401030,100.0,g,Replaced by source ingredient: GARLIC  (CHINA)
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,50.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,A-FOOM WHITE FLOUR 1/45KG,188559,300.0,g,Replaced by source ingredient: Cornflour
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,A- SPIXA ALMONDS 1/1KG,404350,300.0,g,Replaced by source ingredient: Almonds
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,A- SPIXA PISTACHIO CLEAN 1/1KG,404353,300.0,g,Replaced by source ingredient: Pistachios
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,A- SPIXA PISTACHIO CLEAN 1/1KG,404353,500.0,g,Replaced by source ingredient: Crushed pistachios
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,A-5 DIAMOND RAISIN 1/10KG,404314,600.0,g,Replaced by source ingredient: Sultanas or raisins
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,A- SPIXA ALMONDS 1/1KG,404350,500.0,g,Replaced by source ingredient: Slivered almonds
omali KBR-384 ONEGO V3,RCP-087-OMALI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,A- SPIXA PISTACHIO CLEAN 1/1KG,404353,400.0,g,Replaced by source ingredient: Pistachios
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,A- SPIXA ALMONDS 1/1KG,404350,500.0,g,Replaced by source ingredient: Almonds
Shahi Tukra KBR-384 ONEGO V3,RCP-089-SHAHITUKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,A- SPIXA PISTACHIO CLEAN 1/1KG,404353,400.0,g,Replaced by source ingredient: Pistachios
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,A- SPIXA ALMONDS 1/1KG,404350,500.0,g,Replaced by source ingredient: Almonds
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,A-5 DIAMOND RAISIN 1/10KG,404314,400.0,g,Replaced by source ingredient: Raisins
Vermicelli with Milk KBR-384 ONEGO V3,RCP-091-VERMICELLI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,50.0,ml,Replaced by source ingredient: A-TFG MAMIA ROSE WATER 12/430ML
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,AFIA SUNFLOWER OIL 4/2.9LTR,368547,1.5,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,3.0,kg,Replaced by source ingredient: TOMATO (ADY)
Achari Okra KBR-384 ONEGO V3,RCP-092-ACHARIOKRA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,300.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
allo bujiya for KBR-384 ONEGO V3,RCP-093-ALLOBUJIYA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,AFIA SUNFLOWER OIL 4/2.9LTR,368547,3.0,l,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
allo bujiya for KBR-384 ONEGO V3,RCP-093-ALLOBUJIYA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,150.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
ALOO GOBI KBR-384 ONEGO V3,RCP-094-ALOOGOBI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,TAFGA LUNA TOMATO PASTE 24/400G,103023,3.0,kg,Replaced by source ingredient: TOMATO (ADY)
ALOO GOBI KBR-384 ONEGO V3,RCP-094-ALOOGOBI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,300.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
Bitter Gourd POTATO KBR-384 ONEGO V3,RCP-095-BITTERGOUR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,AFIA SUNFLOWER OIL 4/2.9LTR,368547,700.0,ml,Replaced by source ingredient: TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR
Bitter Gourd POTATO KBR-384 ONEGO V3,RCP-095-BITTERGOUR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,100.0,g,Replaced by source ingredient: TAFGA REHAN SALT IODIZED 24/700G
