recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,1,Mutton,15.0,kg,MUTTON CARCASS UNDER 20 1/1KG,134213,0.15,kg,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,2,Onions,4.0,kg,DRY ONION (LOCAL),PR000020,0.04,kg,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,3,Yogurt,3.0,kg,ALMARAI LABNEH FF 1/2.75KG,DR000284,0.03,kg,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,4,Cooking oil / ghee,2.5,kg,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.025,kg,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,5,Ginger garlic paste,800.0,g,GARLIC  (CHINA),PR000018,8,g,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,6,Green chili paste,200.0,g,GREEN CHILLI (INDIAN),PR000016,2,g,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,7,Cashew paste,500.0,g,A- SPIXA CASHEW NUTS 1/1KG,404349,5,g,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,8,Fresh cream,1.0,l,TAFGA MARAI COOKING CREAM 12/1LTR,342384,0.01,l,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,9,Coriander powder,300.0,g,SHAN CORIANDER POWDER  10/1KG,GR000553,3,g,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,10,Red chili powder,200.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,2,g,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,11,Turmeric powder,80.0,g,SHAN TURMERIC POWDER  10/1KG,GR000043,0.8,g,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,12,Garam masala powder,150.0,g,SHAN KORMA MASALA 10/1KG,GR001943,1.5,g,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,13,Whole spices,100.0,g,Whole spices,RCPMIS-CLEAN-012-WHOLESPI,1,g,unmatched
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,14,Salt,300.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,3,g,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,15,Water,8.0,l,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.08,l,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,16,Fresh coriander leaves,500.0,g,CORIANDER LEAVES (BDL),PR000062,5,g,preferred_phrase
Mutton Korma KBR-384 ONEGO V3,RCP-057-MUTTONKORM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,17,Fried onions,1.0,kg,DRY ONION (LOCAL),PR000020,0.01,kg,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,1,Mutton,15.0,kg,MUTTON CARCASS UNDER 20 1/1KG,134213,0.15,kg,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,2,Ginger paste,300.0,g,GINGER (CHINA),PR000019,3,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,3,Garlic paste,300.0,g,GARLIC  (CHINA),PR000018,3,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,4,Salt,150.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,1.5,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,5,Yogurt,400.0,ml,ALMARAI LABNEH FF 1/2.75KG,DR000284,4,ml,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,6,Ghee or Cooking oil,1.5,l,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.015,l,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,7,Fresh red tomatoes,8.0,kg,TOMATO (ADY),PR000005,0.08,kg,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,8,Ginger,400.0,g,GINGER (CHINA),PR000019,4,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,9,Fresh green chilies,500.0,g,GREEN CHILLI (INDIAN),PR000016,5,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,10,Coriander seeds,150.0,g,CORIANDER LEAVES (BDL),PR000062,1.5,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,11,Cumin seeds,100.0,g,SHAN CUMIN WHOLE  10/1KG,GR000554,1,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,12,Black peppercorns,60.0,g,Black peppercorns,RCPMIS-CLEAN-019-BLACKPEP,0.6,g,unmatched
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,13,Kashmiri red chili powder,50.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,0.5,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,14,Garam masala powder,40.0,g,SHAN KORMA MASALA 10/1KG,GR001943,0.4,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,15,Kasuri methi,30.0,g,A-MEHRAN KAUSRI METHILEAVES 12/50G,276502,0.3,g,preferred_phrase
Mutton Kadai KBR-384 ONEGO V3,RCP-058-MUTTONKADA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,16,Fresh coriander leaves,300.0,g,CORIANDER LEAVES (BDL),PR000062,3,g,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,1,Pasta,20.0,kg,GOODY PASTA #11 PENNE LISCE 24/500G,386761,0.2,kg,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,2,Eggplant,15.0,kg,EGGPANT (BIG),PR000012,0.15,kg,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,3,Tomatoes,15.0,kg,TOMATO (ADY),PR000005,0.15,kg,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,4,Olive oil,2.0,l,TAFGA OLIVE OIL 12/500ML,185208,0.02,l,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,5,Garlic,500.0,g,GARLIC  (CHINA),PR000018,5,g,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,6,Onions,2.5,kg,DRY ONION (LOCAL),PR000020,0.025,kg,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,7,Fresh basil,500.0,g,A-TFG FRESHLY BASIL LEAVES U.S  6/5Z,185818,5,g,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,8,Ricotta salata or parmesan cheese,3.0,kg,TAFGA SLICED CHEESE 9/800G,171301,0.03,kg,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,9,Salt,200.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,2,g,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,10,Black pepper,50.0,g,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.5,g,preferred_phrase
Pasta ala normah KBR-384 ONEGO V3,RCP-059-PASTAALANO-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,11,Red chili flakes,20.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,0.2,g,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,1,Dry pasta,10.0,kg,GOODY PASTA #11 PENNE LISCE 24/500G,386761,0.1,kg,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,2,Water,50.0,l,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.5,l,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,3,Salt,200.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,2,g,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,4,Olive oil,200.0,ml,TAFGA OLIVE OIL 12/500ML,185208,2,ml,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,5,Olive oil,1.5,l,TAFGA OLIVE OIL 12/500ML,185208,0.015,l,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,6,Garlic,300.0,g,GARLIC  (CHINA),PR000018,3,g,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,7,Onion,2.0,kg,DRY ONION (LOCAL),PR000020,0.02,kg,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,8,Tomato puree / crushed tomatoes,12.0,kg,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,381887,0.12,kg,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,9,Tomato paste,1.0,kg,TAFGA LUNA TOMATO PASTE 24/400G,103023,0.01,kg,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,10,Salt,250.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,2.5,g,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,11,Black pepper,50.0,g,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.5,g,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,12,Sugar,200.0,g,AL OSRA SUGAR FINE 10/2KG,176065,2,g,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,13,Dried oregano,100.0,g,A-TAFGA FRESHLY OREGANO/ZAATAR LEAVES,194074,1,g,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,14,Fresh basil,500.0,g,A-TFG FRESHLY BASIL LEAVES U.S  6/5Z,185818,5,g,preferred_phrase
Pasta with Tomato Sauce KBR-384 ONEGO V3,RCP-060-PASTAWITHT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,15,Water / vegetable stock,3.0,l,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.03,l,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,1,pasta,20.0,kg,GOODY PASTA #11 PENNE LISCE 24/500G,386761,0.2,kg,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,2,water,5.0,l,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.05,l,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,3,salt,200.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,2,g,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,4,heavy cream,10.0,l,TAFGA MARAI COOKING CREAM 12/1LTR,342384,0.1,l,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,5,tomato puree or crushed tomatoes,5.0,l,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,381887,0.05,l,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,6,onions,2.5,kg,DRY ONION (LOCAL),PR000020,0.025,kg,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,7,garlic,500.0,g,GARLIC  (CHINA),PR000018,5,g,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,8,butter or olive oil,500.0,g,TAFGA OLIVE OIL 12/500ML,185208,5,g,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,9,parmesan cheese,1.0,kg,TAFGA SLICED CHEESE 9/800G,171301,0.01,kg,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,10,tomato paste,200.0,g,TAFGA LUNA TOMATO PASTE 24/400G,103023,2,g,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,11,sugar,200.0,g,AL OSRA SUGAR FINE 10/2KG,176065,2,g,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,12,red chili flakes,50.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,0.5,g,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,13,black pepper,100.0,g,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,1,g,preferred_phrase
Penne pasta KBR-384 ONEGO V3,RCP-061-PENNEPASTA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,14,salt,100.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,1,g,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,1,Egg noodles / Hakka noodles,10.0,kg,A- MAKATI CHINESE NOODLES 30/200G,402514,0.1,kg,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,2,Cabbage,3.0,kg,CABBAGE (LOCAL),PR000002,0.03,kg,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,3,Carrot,2.5,kg,CARROT (AUSTALIA/CHINA),PR000026,0.025,kg,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,4,Capsicum,2.0,kg,GREEN PEPPER (LBN),PR000009,0.02,kg,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,5,Spring onion,1.5,kg,DRY ONION (LOCAL),PR000020,0.015,kg,preferred_phrase
