recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,6,French beans,2.0,kg,A-TOMEX CUT GREEN BEAN 4/2.5KG,404331,0.02,kg,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,7,Garlic,300.0,g,GARLIC  (CHINA),PR000018,3,g,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,8,Ginger,200.0,g,GINGER (CHINA),PR000019,2,g,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,9,Soy sauce,1.0,l,TAFGA MAKATI SOY SAUCE 12/750ML,100782,0.01,l,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,10,Chili sauce,500.0,ml,Chili sauce,RCPMIS-CLEAN-011-CHILISAU,5,ml,unmatched
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,11,Vinegar,300.0,ml,MAWASIM VINEGAR WHITE 4/3.78LTR,367022,3,ml,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,12,Black pepper powder,100.0,g,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,1,g,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,13,Salt,250.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,2.5,g,preferred_phrase
Vegetable Noodles KBR-384 ONEGO V3,RCP-062-VEGETABLEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,14,Vegetable oil,2.0,l,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.02,l,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,1,Whole chicken,25.0,kg,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,357255,0.25,kg,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,2,Basmati rice,10.0,kg,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,GR003677,0.1,kg,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,3,Onion,4.0,kg,DRY ONION (LOCAL),PR000020,0.04,kg,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,4,Garlic,400.0,g,GARLIC  (CHINA),PR000018,4,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,5,Ginger paste,400.0,g,GINGER (CHINA),PR000019,4,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,6,Green chili,250.0,g,GREEN CHILLI (INDIAN),PR000016,2.5,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,7,Mandi spice mix,350.0,g,EASTERN KABSA SPICE MIX 24/200G,285358,3.5,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,8,Ground cumin,120.0,g,SHAN CUMIN POWDER 10/1KG,GR000583,1.2,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,9,Ground coriander,120.0,g,SHAN CORIANDER POWDER  10/1KG,GR000553,1.2,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,10,Black pepper,70.0,g,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.7,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,11,Turmeric,60.0,g,SHAN TURMERIC POWDER  10/1KG,GR000043,0.6,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,12,Cardamom,40.0,g,NIAZ CARDAMON 1/1KG,GR003571,0.4,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,13,Cloves,20.0,g,NIAZ CLOVE WHOLE 1/1KG,GR003482,0.2,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,14,Cinnamon sticks,100.0,g,NIAZ CINNAMON STICK 1/1KG,GR003481,1,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,15,Dried black lime,25.0,pieces,TFG NIAZ LEMON DRY 1/1KG,147047,0.25,pieces,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,16,Salt,600.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,6,g,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,17,Vegetable oil or ghee,2.0,l,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.02,l,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,18,Water or stock,22.0,l,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.22,l,preferred_phrase
arabic Mandi Rice KBR-384 ONEGO V3,RCP-063-ARABICMAND-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,19,Charcoal,5.0,pieces,Charcoal,RCPMIS-CLEAN-020-CHARCOAL,0.05,pieces,unmatched
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,1,Basmati Rice,10.0,kg,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,GR003677,0.1,kg,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,2,Chicken or mutton,12.0,kg,TANMIAH FRESH CHICKEN 1/900G,205101,0.12,kg,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,3,Onions,5.0,kg,DRY ONION (LOCAL),PR000020,0.05,kg,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,4,Tomatoes,3.0,kg,TOMATO (ADY),PR000005,0.03,kg,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,5,Yogurt,4.0,kg,ALMARAI LABNEH FF 1/2.75KG,DR000284,0.04,kg,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,6,Cooking Oil / Ghee,3.0,l,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.03,l,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,7,Bay Leaves,25.0,g,TFG NIAZ BAY LEAVES 1/1KG,147040,0.25,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,8,Green Cardamom,40.0,g,NIAZ CARDAMON 1/1KG,GR003571,0.4,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,9,Cloves,25.0,g,NIAZ CLOVE WHOLE 1/1KG,GR003482,0.25,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,10,Cinnamon Sticks,50.0,g,NIAZ CINNAMON STICK 1/1KG,GR003481,0.5,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,11,Black Peppercorn,30.0,g,Black Peppercorn,RCPMIS-CLEAN-021-BLACKPEP,0.3,g,unmatched
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,12,Star Anise,15.0,g,Star Anise,RCPMIS-CLEAN-022-STARANIS,0.15,g,unmatched
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,13,Biryani Masala,300.0,g,A-TFGA MEHRAN BIRIYANI POWDER 48/50G,275700,3,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,14,Turmeric Powder,100.0,g,SHAN TURMERIC POWDER  10/1KG,GR000043,1,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,15,Red Chili Powder,250.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,2.5,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,16,Coriander Powder,300.0,g,SHAN CORIANDER POWDER  10/1KG,GR000553,3,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,17,Cumin Powder,150.0,g,SHAN CUMIN POWDER 10/1KG,GR000583,1.5,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,18,Salt,350.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,3.5,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,19,Ginger Garlic Paste,1.0,kg,GARLIC  (CHINA),PR000018,0.01,kg,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,20,Fresh Coriander Leaves,1.0,kg,CORIANDER LEAVES (BDL),PR000062,0.01,kg,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,21,Fresh Mint Leaves,800.0,g,MINT (BDL),PR000060,8,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,22,Green Chilies,300.0,g,GREEN CHILLI (INDIAN),PR000016,3,g,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,23,Lemon Juice,500.0,ml,TFG MOONATY LEMON JUICE 12/1LTR,429366,5,ml,preferred_phrase
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,24,Saffron,5.0,g,Saffron,RCPMIS-CLEAN-010-SAFFRON,0.05,g,unmatched
Biryani Rice KBR-384 ONEGO V3,RCP-064-BIRYANIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,25,Rose Water / Kewra Water,100.0,ml,Rose Water / Kewra Water,RCPMIS-CLEAN-017-ROSEWATE,1,ml,unmatched
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,1,Whole chicken,25.0,kg,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,357255,0.25,kg,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,2,Basmati rice,10.0,kg,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,GR003677,0.1,kg,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,3,Onion,4.0,kg,DRY ONION (LOCAL),PR000020,0.04,kg,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,4,Garlic,400.0,g,GARLIC  (CHINA),PR000018,4,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,5,Ginger paste,300.0,g,GINGER (CHINA),PR000019,3,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,6,Tomatoes,3.0,kg,TOMATO (ADY),PR000005,0.03,kg,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,7,Tomato paste,800.0,g,TAFGA LUNA TOMATO PASTE 24/400G,103023,8,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,8,Carrots,5.0,kg,CARROT (AUSTALIA/CHINA),PR000026,0.05,kg,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,9,Raisins,2.0,kg,Raisins,RCPMIS-CLEAN-023-RAISINS,0.02,kg,unmatched
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,10,Bukhari spice mix,300.0,g,EASTERN KABSA SPICE MIX 24/200G,285358,3,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,11,Ground cumin,120.0,g,SHAN CUMIN POWDER 10/1KG,GR000583,1.2,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,12,Ground coriander,120.0,g,SHAN CORIANDER POWDER  10/1KG,GR000553,1.2,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,13,Black pepper,70.0,g,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.7,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,14,Turmeric,60.0,g,SHAN TURMERIC POWDER  10/1KG,GR000043,0.6,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,15,Cinnamon sticks,100.0,g,NIAZ CINNAMON STICK 1/1KG,GR003481,1,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,16,Cardamom pods,40.0,g,NIAZ CARDAMON 1/1KG,GR003571,0.4,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,17,Cloves,20.0,g,NIAZ CLOVE WHOLE 1/1KG,GR003482,0.2,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,18,Salt,550.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,5.5,g,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,19,Vegetable oil,2.0,l,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.02,l,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,20,Water or chicken stock,22.0,l,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.22,l,preferred_phrase
Bukhari Rice KBR-384 ONEGO V3,RCP-065-BUKHARIRIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,21,Toasted almonds or cashews,1.5,kg,Toasted almonds or cashews,RCPMIS-CLEAN-024-TOASTEDA,0.015,kg,unmatched
Chickpea Rice KBR-384 ONEGO V3,RCP-066-CHICKPEARI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,1,Basmati Rice,8.0,kg,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,GR003677,0.08,kg,preferred_phrase
Chickpea Rice KBR-384 ONEGO V3,RCP-066-CHICKPEARI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,2,Chickpeas,3.0,kg,AMAL CHICK PEAS # 07 1/15KG,GR003046,0.03,kg,preferred_phrase
Chickpea Rice KBR-384 ONEGO V3,RCP-066-CHICKPEARI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,3,Onion,2.0,kg,DRY ONION (LOCAL),PR000020,0.02,kg,preferred_phrase
Chickpea Rice KBR-384 ONEGO V3,RCP-066-CHICKPEARI-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,4,Tomato,1.5,kg,TOMATO (ADY),PR000005,0.015,kg,preferred_phrase
