item_code,name,ingredient_code,sku,alias,supplier_item_name,unit,category,cuisine_type,cost_per_unit,package_base_quantity,package_base_unit,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,sodium_per_100g,sugar_per_100g,cooking_yield_percent,shrinkage_percent,raw_weight_per_unit,cooked_weight_per_unit,allergens,is_active
192337,MOP HEAD RED COLOR 16Z 1/EA,192337,192337,,MOP HEAD RED COLOR 16Z 1/EA,EA,OPERSUPPLY,,9.802867,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
192338,MOP HEAD BLUE COLOR 16Z 1/EA,192338,192338,,MOP HEAD BLUE COLOR 16Z 1/EA,EA,OPERSUPPLY,,9.800029,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
204787,TAFGA DUST PAN WITH BRUSH 1/EA,204787,204787,,TAFGA DUST PAN WITH BRUSH 1/EA,EA,OPERSUPPLY,,4.9,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
235499,AR # KLEENEX TT 500 SHTS-ARAMCO 8/12ROLL,235499,235499,,AR # KLEENEX TT 500 SHTS-ARAMCO 8/12ROLL,PAK,OPERSUPPLY,,22.00007,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
235591,TOILET BRUSH WITH STAND 1/EA,235591,235591,,TOILET BRUSH WITH STAND 1/EA,EA,OPERSUPPLY,,4.66,,,884,0,0,100,0,0,100,0,1,1,[],TRUE
237694,TAFGA DUST PAN W/BRUSH LONG HNDL 1/EA,237694,237694,,TAFGA DUST PAN W/BRUSH LONG HNDL 1/EA,EA,OPERSUPPLY,,9.8,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
238216,FACE MASK EAR LOOP 3PLY GREN/BLUE 1/50CT,238216,238216,,FACE MASK EAR LOOP 3PLY GREN/BLUE 1/50CT,PAK,OPERSUPPLY,,2.898557,50,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
240013,TAFGA PLEDGE F/POLISH NATURAL 12/300ML,240013,240013,,TAFGA PLEDGE F/POLISH NATURAL 12/300ML,EA,OPERSUPPLY,,9.583335,0.3,l,0,0,0,0,0,0,100,0,1,1,[],TRUE
242108,KLEENEX FT COMFORT TOUCH 36/70 -100CT,242108,242108,,KLEENEX FT COMFORT TOUCH 36/70 -100CT,PAK,OPERSUPPLY,,2.166968,70,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
248759,ORINX/JAMA VINYL GLV PWD FRE LR 10/100CT,248759,248759,,ORINX/JAMA VINYL GLV PWD FRE LR 10/100CT,PAK,OPERSUPPLY,,5.655728,100,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
263304,TAFGA AL SHARQIA CHARCOAL 1/4KG,263304,263304,,TAFGA AL SHARQIA CHARCOAL 1/4KG,CS,OPERSUPPLY,,20.012774,4,kg,0,0,0,0,0,0,100,0,1,1,[],TRUE
279433,TAFGA SUFRA MEDIUM 10/30CT,279433,279433,,TAFGA SUFRA MEDIUM 10/30CT,PAK,OPERSUPPLY,,2.810585,30,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
280902,TAFGA CHAFFING FUEL ADJUST/WICK 1/24EA,280902,280902,,TAFGA CHAFFING FUEL ADJUST/WICK 1/24EA,EA,OPERSUPPLY,,2.666667,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
284926,TAFGA FABRIC SOFTNER 8/2LT,284926,284926,,TAFGA FABRIC SOFTNER 8/2LT,EA,OPERSUPPLY,,10.255291,2,l,0,0,0,0,0,0,100,0,1,1,[],TRUE
315827,ALUMINUM FOIL CONT. #1135.400/CT,315827,315827,,ALUMINUM FOIL CONT. #1135.400/CT,EA,OPERSUPPLY,,0.35,,,884,0,0,100,0,0,100,0,1,1,[],TRUE
360324,TAFGA VVIP CUTLRY 8PC CLEAR 1/400CT,360324,360324,,TAFGA VVIP CUTLRY  8PC CLEAR 1/400CT,EA,OPERSUPPLY,,0.500365,400,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
388586,ALUMINUM 3 COMP LID 800/45 1/500CT,388586,388586,,ALUMINUM 3 COMP LID 800/45 1/500CT,EA,OPERSUPPLY,,0.002,500,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
391639,AR # KLEENEX UCTAD ROL TWEL #6272 1/6CT,391639,391639,,AR # KLEENEX UCTAD ROL TWEL #6272 1/6CT,EA,OPERSUPPLY,,21.183249,6,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
395605,TEA SPOON SMALL 1/1000CT,395605,395605,,TEA SPOON SMALL 1/1000CT,EA,OPERSUPPLY,,0.03,1000,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
395608,A-TAFGA LOGO SHOPPING BAG BIODEGRADEABLE MED 1/20KG,395608,395608,,A-TAFGA LOGO SHOPPING BAG BIODEGRADEABLE MED 1/20KG,KG,OPERSUPPLY,,6.8,20,kg,0,0,0,0,0,0,100,0,1,1,[],TRUE
400188,TAFGA DOUBLE WALL CUP GOLDEN 9Z 1/500CT,400188,400188,,TAFGA DOUBLE WALL CUP GOLDEN 9Z  1/500CT,EA,OPERSUPPLY,,0.206,500,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
400731,KOOZ HOT CUPS W/ HANDLE GOLD 1/1000CT,400731,400731,,KOOZ HOT CUPS W/ HANDLE GOLD 1/1000CT,EA,OPERSUPPLY,,0.085229,1000,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
422720,TAFGA JASEER CLING FILM 45CM 6KG 6/1600M,422720,422720,,TAFGA JASEER CLING FILM 45CM 6KG 6/1600M,EA,OPERSUPPLY,,38.542072,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP000050,PLASTIC FORK 20/50CT(CATER PACK),OP000050,OP000050,,PLASTIC FORK 20/50CT(CATER PACK),PAK,OPERSUPPLY,,1.35,50,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP000380,SANDWICH BAG # 6 1/10KG,OP000380,OP000380,,SANDWICH BAG # 6 1/10KG,KG,OPERSUPPLY,,3.75,10,kg,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP001697,REGULAR CUTLRY SET 1/200CT,OP001697,OP001697,,REGULAR CUTLRY SET 1/200CT,EA,OPERSUPPLY,,0.72,200,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP001718,MICROWAVE CONTAINER W/LID BLACK 500ML 1/250CT,OP001718,OP001718,,MICROWAVE CONTAINER W/LID BLACK 500ML 1/250CT,EA,OPERSUPPLY,,0.4,250,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP001719,ALUMINIUM CONTAINER ROUND 1/600CT,OP001719,OP001719,,ALUMINIUM CONTAINER ROUND 1/600CT,EA,OPERSUPPLY,,0.241667,600,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP001728,MICROWAVE CONTAINER RECTANGLE BLACK W/LID 1/150CT,OP001728,OP001728,,MICROWAVE CONTAINER RECTANGLE BLACK W/LID 1/150CT,EA,OPERSUPPLY,,0.873333,150,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP001733,"DOILIES PAPER RECTANGLR 17.5X12.5""/470X317MM 30/35CT",OP001733,OP001733,,"DOILIES PAPER RECTANGLR 17.5X12.5""/470X317MM 30/35CT",PAK,OPERSUPPLY,,5.179171,35,pieces,884,0,0,100,0,0,100,0,1,1,[],TRUE
OP001877,SHOPPING BAG MEDIUM 1/20KG,OP001877,OP001877,,SHOPPING BAG MEDIUM 1/20KG,KG,OPERSUPPLY,,7.000052,20,kg,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP002597,BLOOD BANK MEAL BOX 12X22X8CM 1/1EA,OP002597,OP002597,,BLOOD BANK MEAL BOX 12X22X8CM 1/1EA,EA,OPERSUPPLY,,0.65,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP002722,TRASH BAG BLUE 10 GAL 1/3KG,OP002722,OP002722,,TRASH BAG BLUE 10 GAL 1/3KG,EA,OPERSUPPLY,,17,3,kg,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP002898,FOIL WARP HUMBURGER 1/2000CT,OP002898,OP002898,,FOIL WARP HUMBURGER 1/2000CT,EA,OPERSUPPLY,,0.092,2000,pieces,250,14,5,19,850,1,100,0,1,1,"[""wheat"", ""soy""]",TRUE
OP002971,AL HASA TRASH BAG 50 GAL 3KG 1/7PAK,OP002971,OP002971,,AL HASA TRASH BAG 50 GAL 3KG 1/7PAK,PAK,OPERSUPPLY,,12.000001,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP003035,PLASTIC CONTENER WHITE 250 1/1000CT,OP003035,OP003035,,PLASTIC CONTENER WHITE 250 1/1000CT,EA,OPERSUPPLY,,0.118,1000,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP003260,JASCO BRAND PLASTIC CONTAINER W/LID 250G 1/1000CT,OP003260,OP003260,,JASCO BRAND PLASTIC CONTAINER W/LID 250G 1/1000CT,EA,OPERSUPPLY,,0.069999,1000,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP003629,JASCO BRAND PLASTIC CONTAINER 450G 1/1000CT,OP003629,OP003629,,JASCO BRAND PLASTIC CONTAINER 450G 1/1000CT,EA,OPERSUPPLY,,0.1,1000,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP003631,ALUMINIUM CONTAINERS 2 COMPARTMENT 1/500CT,OP003631,OP003631,,ALUMINIUM CONTAINERS 2 COMPARTMENT 1/500CT,EA,OPERSUPPLY,,0.46,500,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
OP003635,MICROWAVEABLE CONTAINERS ROUND 450ML BLACK 1/500CT,OP003635,OP003635,,MICROWAVEABLE CONTAINERS ROUND 450ML BLACK 1/500CT,EA,OPERSUPPLY,,0.134,500,pieces,0,0,0,0,0,0,100,0,1,1,[],TRUE
132996,AFFCO LUNCHEON CHICKEN MEAT 24/200G,132996,132996,,AFFCO LUNCHEON CHICKEN MEAT 24/200G,EA,POULTRY,,5.088413,0.2,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
134696,DOUX CHICKEN FROZEN 10/900G,134696,134696,,DOUX CHICKEN FROZEN 10/900G,EA,POULTRY,,0,0.9,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
142110,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,142110,,SAEDCO FRESH EGGS MEDIUM 12/30 CT,PAK,POULTRY,,12.989999,30,pieces,143,12.6,0.7,9.5,142,0.4,100,0,1,1,"[""egg""]",TRUE
179446,TAFGA CHICKEN WINGS 1/5KG,179446,179446,,TAFGA CHICKEN WINGS 1/5KG,KG,POULTRY,,6.5,5,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
180259,TFG AMERICANA LOCAL CHICKEN BREAST1/10KG,180259,180259,,TFG AMERICANA LOCAL CHICKEN BREAST1/10KG,KG,POULTRY,,17.238869,10,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
182833,A-TAFGA AMERICANA CHICKEN FRANK 24/340G,182833,182833,,A-TAFGA AMERICANA  CHICKEN FRANK 24/340G,EA,POULTRY,,2.494907,0.34,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
189015,TAFGA LOCAL TANMIAH CHICKEN 10/900G,189015,189015,,TAFGA LOCAL TANMIAH CHICKEN 10/900G,EA,POULTRY,,11.838,0.9,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
205101,TANMIAH FRESH CHICKEN 1/900G,205101,205101,,TANMIAH FRESH CHICKEN 1/900G,EA,POULTRY,,14,0.9,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
307852,AL KABEER CHICKEN BURGER BIG 8/1200G,307852,307852,,AL KABEER CHICKEN BURGER BIG 8/1200G,EA,POULTRY,,28.75,1.2,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
357255,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,357255,357255,,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,EA,POULTRY,,13.4,0.9,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
398635,ZAMIL CHICKEN FRANKS 24/340G,398635,398635,,ZAMIL CHICKEN FRANKS  24/340G,EA,POULTRY,,0,0.34,kg,120,21.5,0,3.1,70,0,75,25,1,0.75,[],TRUE
PR000002,CABBAGE (LOCAL),PR000002,PR000002,,CABBAGE (LOCAL),KG,PRODUCE,,2.5,,,25,1.3,5.8,0.1,18,3.2,90,10,1,0.9,[],TRUE
PR000005,TOMATO (ADY),PR000005,PR000005,,TOMATO (ADY),KG,PRODUCE,,3,,,18,0.9,3.9,0.2,5,2.6,95,5,1,0.95,[],TRUE
PR000009,GREEN PEPPER (LBN),PR000009,PR000009,,GREEN PEPPER (LBN),KG,PRODUCE,,5,,,20,0.9,4.6,0.2,3,2.4,82,18,1,0.82,[],TRUE
PR000010,CUCUMBER (ADY),PR000010,PR000010,,CUCUMBER (ADY),KG,PRODUCE,,3,,,15,0.7,3.6,0.1,2,1.7,95,5,1,0.95,[],TRUE
PR000012,EGGPANT (BIG),PR000012,PR000012,,EGGPANT (BIG),KG,PRODUCE,,2.5,,,143,12.6,0.7,9.5,142,0.4,100,0,1,1,"[""egg""]",TRUE
PR000014,MARROW (BIG),PR000014,PR000014,,MARROW (BIG),KG,PRODUCE,,3,,,17,1.2,3.1,0.3,8,2.5,95,5,1,0.95,[],TRUE
PR000016,GREEN CHILLI (INDIAN),PR000016,PR000016,,GREEN CHILLI (INDIAN),KG,PRODUCE,,8,,,282,12,50,14,20,2,100,0,1,1,[],TRUE
PR000018,GARLIC (CHINA),PR000018,PR000018,,GARLIC  (CHINA),KG,PRODUCE,,6,,,149,6.4,33.1,0.5,17,1,87,13,1,0.87,[],TRUE
PR000019,GINGER (CHINA),PR000019,PR000019,,GINGER (CHINA),KG,PRODUCE,,6,,,80,1.8,17.8,0.8,13,1.7,85,15,1,0.85,[],TRUE
PR000020,DRY ONION (LOCAL),PR000020,PR000020,,DRY ONION (LOCAL),KG,PRODUCE,,4,,,40,1.1,9.3,0.1,4,4.2,89,11,1,0.89,[],TRUE
PR000022,POTATO (LOCAL),PR000022,PR000022,,POTATO (LOCAL),KG,PRODUCE,,2.5,,,77,2,17,0.1,6,0.8,83,17,1,0.83,[],TRUE
PR000024,YELLOW PUMPKUIN,PR000024,PR000024,,YELLOW PUMPKUIN,KG,PRODUCE,,3,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000026,CARROT (AUSTALIA/CHINA),PR000026,PR000026,,CARROT (AUSTALIA/CHINA),KG,PRODUCE,,6,,,41,0.9,9.6,0.2,69,4.7,89,11,1,0.89,[],TRUE
PR000027,LONG MARROW,PR000027,PR000027,,LONG MARROW,KG,PRODUCE,,3,,,17,1.2,3.1,0.3,8,2.5,95,5,1,0.95,[],TRUE
PR000030,BITTERGOURD (LOCAL),PR000030,PR000030,,BITTERGOURD (LOCAL),KG,PRODUCE,,7,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000031,GREEN BEANS,PR000031,PR000031,,GREEN BEANS,KG,PRODUCE,,8,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000032,CAULIFLOWER (LOCAL),PR000032,PR000032,,CAULIFLOWER (LOCAL),KG,PRODUCE,,3,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000041,PAPPAYA,PR000041,PR000041,,PAPPAYA,KG,PRODUCE,,8,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000045,LETTUCE (LOCAL),PR000045,PR000045,,LETTUCE (LOCAL),KG,PRODUCE,,3,,,15,1.4,2.9,0.2,28,0.8,74,26,1,0.74,[],TRUE
PR000048,OKRA (LOCAL),PR000048,PR000048,,OKRA (LOCAL),KG,PRODUCE,,8,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000049,ONION (WHITE),PR000049,PR000049,,ONION (WHITE),KG,PRODUCE,,2.5,,,40,1.1,9.3,0.1,4,4.2,89,11,1,0.89,[],TRUE
PR000058,PARSELY (BDL),PR000058,PR000058,,PARSELY (BDL),BDL,PRODUCE,,1.5,0.08,kg,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000059,GERGER (BDL),PR000059,PR000059,,GERGER (BDL),BDL,PRODUCE,,1.5,0.08,kg,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000060,MINT (BDL),PR000060,PR000060,,MINT (BDL),BDL,PRODUCE,,1.5,0.08,kg,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000061,SPINACH (BDL),PR000061,PR000061,,SPINACH (BDL),BDL,PRODUCE,,1.5,0.08,kg,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000062,CORIANDER LEAVES (BDL),PR000062,PR000062,,CORIANDER LEAVES (BDL),BDL,PRODUCE,,1.5,0.08,kg,282,12,50,14,20,2,100,0,1,1,[],TRUE
PR000065,GREEN ONION (BDL),PR000065,PR000065,,GREEN ONION (BDL),BDL,PRODUCE,,0,0.08,kg,40,1.1,9.3,0.1,4,4.2,89,11,1,0.89,[],TRUE
PR000070,APPLE (GREEN),PR000070,PR000070,,APPLE (GREEN),KG,PRODUCE,,0,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000072,APPLE (GALA) (USA/ITALY),PR000072,PR000072,,APPLE (GALA) (USA/ITALY),KG,PRODUCE,,7,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000074,BANANA (ADY),PR000074,PR000074,,BANANA (ADY),KG,PRODUCE,,5,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000076,MANGO,PR000076,PR000076,,MANGO,KG,PRODUCE,,10,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000077,PEACHES,PR000077,PR000077,,PEACHES,KG,PRODUCE,,10,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000078,KIWI FRUIT,PR000078,PR000078,,KIWI FRUIT,KG,PRODUCE,,12,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000081,GRAPES BLACK (AFRICAN),PR000081,PR000081,,GRAPES BLACK (AFRICAN),KG,PRODUCE,,12,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000083,RED PLUMS,PR000083,PR000083,,RED PLUMS,KG,PRODUCE,,10,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000084,WATERMELONS,PR000084,PR000084,,WATERMELONS,KG,PRODUCE,,2.5,,,0,0,0,0,0,0,100,0,1,1,[],TRUE
PR000085,SWEETMELONS,PR000085,PR000085,,SWEETMELONS,KG,PRODUCE,,3,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000090,LEMON (AFRICAN/TURKEY),PR000090,PR000090,,LEMON (AFRICAN/TURKEY),KG,PRODUCE,,6,,,29,1.1,9.3,0.3,2,2.5,60,40,1,0.6,[],TRUE
PR000092,ORANGE (AFRICAN/EGYPT) NAVEL (CLASS A),PR000092,PR000092,,ORANGE (AFRICAN/EGYPT) NAVEL (CLASS A),KG,PRODUCE,,4,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000093,MANDRINE MOROCCO,PR000093,PR000093,,MANDRINE MOROCCO,KG,PRODUCE,,7,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000095,STRAWBERRIES (USA),PR000095,PR000095,,STRAWBERRIES (USA),KG,PRODUCE,,0,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000097,GUAVA,PR000097,PR000097,,GUAVA,KG,PRODUCE,,8,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000099,POMEGRANATE,PR000099,PR000099,,POMEGRANATE,KG,PRODUCE,,10,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000105,RED PEPPER,PR000105,PR000105,,RED PEPPER,KG,PRODUCE,,15,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000106,YELLOW PEPPER,PR000106,PR000106,,YELLOW PEPPER,KG,PRODUCE,,15,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000107,GRAPES WHITE (AFRICAN),PR000107,PR000107,,GRAPES WHITE (AFRICAN),KG,PRODUCE,,12,,,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000113,DRISCOLL'S BLUE BERRY 1/170G,PR000113,PR000113,,DRISCOLL'S BLUE BERRY 1/170G,EA,PRODUCE,,0,0.17,kg,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
PR000114,DRISCOLL'S RAS BERRY 1/170G,PR000114,PR000114,,DRISCOLL'S RAS BERRY 1/170G,EA,PRODUCE,,0,0.17,kg,35,1.5,7,0.2,15,3,85,15,1,0.85,[],TRUE
134884,TAFGA INDIAN MACKEREL FISH ORIGINAL 1/KG,134884,134884,,TAFGA INDIAN MACKEREL FISH ORIGINAL 1/KG,KG,SEAFOOD,,6.50026,,,120,20,0,4,60,0,75,25,1,0.75,"[""fish""]",TRUE
144669,TAFGA WHITE / HAMOUR FISH FILLET 1/1KG,144669,144669,,TAFGA WHITE / HAMOUR FISH FILLET  1/1KG,KG,SEAFOOD,,10.450217,1,kg,120,20,0,4,60,0,75,25,1,0.75,"[""fish""]",TRUE
163290,FISH MILK FISH 500/800 /KG,163290,163290,,FISH MILK FISH 500/800 /KG,KG,SEAFOOD,,15.410389,,,61,3.2,4.8,3.3,43,5.1,100,0,1,1,"[""milk""]",TRUE
192264,RUHI FISH 1/KG,192264,192264,,RUHI FISH 1/KG,KG,SEAFOOD,,13,,,120,20,0,4,60,0,75,25,1,0.75,"[""fish""]",TRUE
267650,MAWASIM/GOLDEN LT MEAT TUNA 48/160G,267650,267650,,MAWASIM/GOLDEN LT MEAT TUNA 48/160G,EA,SEAFOOD,,2.666786,0.16,kg,132,28,0,1,247,0,100,0,1,1,"[""fish""]",TRUE
275412,TAFGA KFS TALAPIA CLEAN 1/KG,275412,275412,,TAFGA KFS TALAPIA CLEAN 1/KG,KG,SEAFOOD,,9.050709,,,120,20,0,4,90,0,75,25,1,0.75,"[""fish""]",TRUE
306998,RUHI FISH 1/2.5KG,306998,306998,,RUHI FISH 1/2.5KG,KG,SEAFOOD,,15,2.5,kg,120,20,0,4,60,0,75,25,1,0.75,"[""fish""]",TRUE
SF000030,FRESH HAMOUR FISH 1/1 KG,SF000030,SF000030,,FRESH HAMOUR FISH 1/1 KG,KG,SEAFOOD,,45,1,kg,120,20,0,4,60,0,75,25,1,0.75,"[""fish""]",TRUE
