status,sheet,cuisine_type,menu_category,source_menu_category,row,day,plan_date,meal_type,menu_item,mapped_recipe_code,mapped_recipe_name,reason
mapped,SENIOR MESS NEW-2026,general,labor,senior,34,WEDNESDAY,2026-09-02,dinner,BROWN RICE,RCP-071-PLAINPULAO-KBR384ONEGOV3,Plain Pulao Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,34,WEDNESDAY,2026-09-02,dinner,BROWN RICE,RCP-071-PLAINPULAO-KBR384ONEGOV3,Plain Pulao Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,34,THURSDAY,2026-09-03,dinner,POTATO RICE,RCP-074-VEGETABLER-KBR384ONEGOV3,Vegetable Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,34,THURSDAY,2026-09-03,dinner,POTATO RICE,RCP-074-VEGETABLER-KBR384ONEGOV3,Vegetable Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,34,THURSDAY,2026-09-03,dinner,POTATO RICE,RCP-074-VEGETABLER-KBR384ONEGOV3,Vegetable Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,34,FRIDAY,2026-09-04,dinner,ZERA RICE,RCP-068-CUMINRICE-KBR384ONEGOV3,Cumin Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,34,FRIDAY,2026-09-04,dinner,ZERA RICE,RCP-068-CUMINRICE-KBR384ONEGOV3,Cumin Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,34,FRIDAY,2026-09-04,dinner,ZERA RICE,RCP-068-CUMINRICE-KBR384ONEGOV3,Cumin Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,35,SATURDAY,2026-09-05,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,35,SATURDAY,2026-09-05,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,35,SATURDAY,2026-09-05,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,35,TUESDAY,2026-09-01,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,35,TUESDAY,2026-09-01,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,35,TUESDAY,2026-09-01,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,35,WEDNESDAY,2026-09-02,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,35,WEDNESDAY,2026-09-02,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,35,WEDNESDAY,2026-09-02,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,35,THURSDAY,2026-09-03,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,35,THURSDAY,2026-09-03,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,35,THURSDAY,2026-09-03,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,35,FRIDAY,2026-09-04,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,35,FRIDAY,2026-09-04,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,35,FRIDAY,2026-09-04,dinner,SALAD,RCP-081-GREENSALAD-KBR384ONEGOV3,Green Salad Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,36,SATURDAY,2026-09-05,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,36,SATURDAY,2026-09-05,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,36,SATURDAY,2026-09-05,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,36,TUESDAY,2026-09-01,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,36,TUESDAY,2026-09-01,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,36,TUESDAY,2026-09-01,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,36,WEDNESDAY,2026-09-02,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,36,WEDNESDAY,2026-09-02,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,36,WEDNESDAY,2026-09-02,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,36,THURSDAY,2026-09-03,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,36,THURSDAY,2026-09-03,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,36,THURSDAY,2026-09-03,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,36,FRIDAY,2026-09-04,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,36,FRIDAY,2026-09-04,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,36,FRIDAY,2026-09-04,dinner,SWEET,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
skipped,SENIOR MESS NEW-2026,general,senior,senior,37,SATURDAY,2026-09-05,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,37,SATURDAY,2026-09-05,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,37,SATURDAY,2026-09-05,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,37,TUESDAY,2026-09-01,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,37,TUESDAY,2026-09-01,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,37,TUESDAY,2026-09-01,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,37,WEDNESDAY,2026-09-02,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,37,WEDNESDAY,2026-09-02,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,37,WEDNESDAY,2026-09-02,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,37,THURSDAY,2026-09-03,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,37,THURSDAY,2026-09-03,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,37,THURSDAY,2026-09-03,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,37,FRIDAY,2026-09-04,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,37,FRIDAY,2026-09-04,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,37,FRIDAY,2026-09-04,dinner,WATER BTL,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,38,SATURDAY,2026-09-05,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,38,SATURDAY,2026-09-05,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,38,SATURDAY,2026-09-05,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,38,TUESDAY,2026-09-01,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,38,TUESDAY,2026-09-01,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,38,TUESDAY,2026-09-01,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,38,WEDNESDAY,2026-09-02,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,38,WEDNESDAY,2026-09-02,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,38,WEDNESDAY,2026-09-02,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,38,THURSDAY,2026-09-03,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,38,THURSDAY,2026-09-03,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,38,THURSDAY,2026-09-03,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,senior,senior,38,FRIDAY,2026-09-04,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,labor,senior,38,FRIDAY,2026-09-04,dinner,ARABIC BREAD,,,Support/non-recipe item
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,38,FRIDAY,2026-09-04,dinner,ARABIC BREAD,,,Support/non-recipe item
mapped,SENIOR MESS NEW-2026,general,senior,senior,39,SATURDAY,2026-09-05,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,39,SATURDAY,2026-09-05,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,39,SATURDAY,2026-09-05,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,39,TUESDAY,2026-09-01,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,39,TUESDAY,2026-09-01,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,39,TUESDAY,2026-09-01,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,39,WEDNESDAY,2026-09-02,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,39,WEDNESDAY,2026-09-02,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,39,WEDNESDAY,2026-09-02,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,39,THURSDAY,2026-09-03,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,39,THURSDAY,2026-09-03,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,39,THURSDAY,2026-09-03,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,39,FRIDAY,2026-09-04,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,39,FRIDAY,2026-09-04,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,39,FRIDAY,2026-09-04,dinner,TANG JUICE,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,40,SATURDAY,2026-09-05,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,40,SATURDAY,2026-09-05,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,40,SATURDAY,2026-09-05,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,40,TUESDAY,2026-09-01,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,40,TUESDAY,2026-09-01,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,40,TUESDAY,2026-09-01,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,40,WEDNESDAY,2026-09-02,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,40,WEDNESDAY,2026-09-02,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,40,WEDNESDAY,2026-09-02,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,40,THURSDAY,2026-09-03,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,40,THURSDAY,2026-09-03,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,40,THURSDAY,2026-09-03,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,senior,senior,40,FRIDAY,2026-09-04,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,labor,senior,40,FRIDAY,2026-09-04,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,SENIOR MESS NEW-2026,general,management_menu,senior,40,FRIDAY,2026-09-04,dinner,TEA/ COFFEE/ MILK,RCP-001-CLASSICCOF-KBR384ONEGOV3,CLASSIC COFFEE & TANG KBR-384 ONEGO V3,Matched to recipe upload catalog
skipped,SENIOR MESS NEW-2026,general,senior,senior,42,SATURDAY,2026-09-05,dinner,NOTE: THE MENU CAN BE CHANGED WITHOUT NOTIFICATION DUE TO NON AVAILABILITY OF MATERIALS.,,,Workbook footer/non-menu text
skipped,SENIOR MESS NEW-2026,general,labor,senior,42,SATURDAY,2026-09-05,dinner,NOTE: THE MENU CAN BE CHANGED WITHOUT NOTIFICATION DUE TO NON AVAILABILITY OF MATERIALS.,,,Workbook footer/non-menu text
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,42,SATURDAY,2026-09-05,dinner,NOTE: THE MENU CAN BE CHANGED WITHOUT NOTIFICATION DUE TO NON AVAILABILITY OF MATERIALS.,,,Workbook footer/non-menu text
skipped,SENIOR MESS NEW-2026,general,senior,senior,42,FRIDAY,2026-09-04,dinner,31/08-2026,,,Workbook footer/non-menu text
skipped,SENIOR MESS NEW-2026,general,labor,senior,42,FRIDAY,2026-09-04,dinner,31/08-2026,,,Workbook footer/non-menu text
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,42,FRIDAY,2026-09-04,dinner,31/08-2026,,,Workbook footer/non-menu text
skipped,SENIOR MESS NEW-2026,general,senior,senior,45,THURSDAY,2026-09-03,dinner,APPROVED BY:_______________________,,,Workbook footer/non-menu text
skipped,SENIOR MESS NEW-2026,general,labor,senior,45,THURSDAY,2026-09-03,dinner,APPROVED BY:_______________________,,,Workbook footer/non-menu text
skipped,SENIOR MESS NEW-2026,general,management_menu,senior,45,THURSDAY,2026-09-03,dinner,APPROVED BY:_______________________,,,Workbook footer/non-menu text
mapped,JUNIOR MESS NEW-2026,general,junior,junior,6,SATURDAY,2026-09-05,breakfast,CHANA MASSALA,RCP-006-CHANAMASAL-KBR384ONEGOV3,Chana Masala KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,6,TUESDAY,2026-09-01,breakfast,CHANA DHAL,RCP-007-DALCHANAFR-KBR384ONEGOV3,Dal Chana Fry (Breakfast Items 1) KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,6,WEDNESDAY,2026-09-02,breakfast,DHAL MASOOR,RCP-008-DALMASOOR-KBR384ONEGOV3,Dal Masoor (Breakfast Items 1) KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,6,THURSDAY,2026-09-03,breakfast,CHANA DHAL,RCP-007-DALCHANAFR-KBR384ONEGOV3,Dal Chana Fry (Breakfast Items 1) KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,6,FRIDAY,2026-09-04,breakfast,MIX DALL,RCP-047-DALLMAKHNI-KBR384ONEGOV3,Dall Makhni Mix KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,7,SATURDAY,2026-09-05,breakfast,OATS,RCP-023-OATMEAL-KBR384ONEGOV3,Oatmeal KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,7,TUESDAY,2026-09-01,breakfast,OATS,RCP-023-OATMEAL-KBR384ONEGOV3,Oatmeal KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,7,WEDNESDAY,2026-09-02,breakfast,OATS,RCP-023-OATMEAL-KBR384ONEGOV3,Oatmeal KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,7,THURSDAY,2026-09-03,breakfast,OATS,RCP-023-OATMEAL-KBR384ONEGOV3,Oatmeal KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,7,FRIDAY,2026-09-04,breakfast,OATS,RCP-023-OATMEAL-KBR384ONEGOV3,Oatmeal KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,8,THURSDAY,2026-09-03,breakfast,HALWA,RCP-090-STANDARDCA-KBR384ONEGOV3,Standard Catering Sweet KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,8,FRIDAY,2026-09-04,breakfast,BOILED EGG,RCP-011-BOILEDEGGS-KBR384ONEGOV3,Boiled Eggs KBR-384 ONEGO V3,Matched to recipe upload catalog
skipped,JUNIOR MESS NEW-2026,general,junior,junior,9,SATURDAY,2026-09-05,breakfast,ARABIC BREAD,,,Support/non-recipe item
skipped,JUNIOR MESS NEW-2026,general,junior,junior,9,TUESDAY,2026-09-01,breakfast,ARABIC BREAD,,,Support/non-recipe item
skipped,JUNIOR MESS NEW-2026,general,junior,junior,9,WEDNESDAY,2026-09-02,breakfast,ARABIC BREAD,,,Support/non-recipe item
skipped,JUNIOR MESS NEW-2026,general,junior,junior,9,THURSDAY,2026-09-03,breakfast,ARABIC BREAD,,,Support/non-recipe item
skipped,JUNIOR MESS NEW-2026,general,junior,junior,9,FRIDAY,2026-09-04,breakfast,ARABIC BREAD,,,Support/non-recipe item
skipped,JUNIOR MESS NEW-2026,general,junior,junior,10,SATURDAY,2026-09-05,breakfast,SLICE BREAD,,,Support/non-recipe item
skipped,JUNIOR MESS NEW-2026,general,junior,junior,10,TUESDAY,2026-09-01,breakfast,SLICE BREAD,,,Support/non-recipe item
skipped,JUNIOR MESS NEW-2026,general,junior,junior,10,WEDNESDAY,2026-09-02,breakfast,SLICE BREAD,,,Support/non-recipe item
skipped,JUNIOR MESS NEW-2026,general,junior,junior,10,THURSDAY,2026-09-03,breakfast,SLICE BREAD,,,Support/non-recipe item
skipped,JUNIOR MESS NEW-2026,general,junior,junior,10,FRIDAY,2026-09-04,breakfast,SLICE BREAD,,,Support/non-recipe item
mapped,JUNIOR MESS NEW-2026,general,junior,junior,11,SATURDAY,2026-09-05,breakfast,WHITE RICE,RCP-076-WHITERICE-KBR384ONEGOV3,White Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,11,TUESDAY,2026-09-01,breakfast,WHITE RICE,RCP-076-WHITERICE-KBR384ONEGOV3,White Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,11,WEDNESDAY,2026-09-02,breakfast,WHITE RICE,RCP-076-WHITERICE-KBR384ONEGOV3,White Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,11,THURSDAY,2026-09-03,breakfast,WHITE RICE,RCP-076-WHITERICE-KBR384ONEGOV3,White Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
mapped,JUNIOR MESS NEW-2026,general,junior,junior,11,FRIDAY,2026-09-04,breakfast,WHITE RICE,RCP-076-WHITERICE-KBR384ONEGOV3,White Rice KBR-384 ONEGO V3,Matched to recipe upload catalog
