recipe_name,source_file,source_ingredient,quantity,unit,match_status,matched_ingredient,action_required
Mutton Korma KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,Red chili powder,200.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Mutton Korma KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,Turmeric powder,80.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Mutton Korma KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,Garam masala powder,150.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
Mutton Korma KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,Whole spices,100.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
Mutton Korma KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,Salt,300.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Mutton Korma KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,Water,8.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Mutton Korma KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,Fresh coriander leaves,500.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Mutton Korma KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton Korma Recipe. 100 pax.docx,Fried onions,1.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Mutton,15.0,kg,item_code,MUTTON CARCASS UNDER 20 1/1KG,Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Ginger paste,300.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Garlic paste,300.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Salt,150.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Yogurt,400.0,ml,item_code,ALMARAI LABNEH FF 1/2.75KG,Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Ghee or Cooking oil,1.5,l,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Fresh red tomatoes,8.0,kg,item_code,TOMATO (ADY),Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Ginger,400.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Fresh green chilies,500.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Coriander seeds,150.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Cumin seeds,100.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Black peppercorns,60.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Kashmiri red chili powder,50.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Garam masala powder,40.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Kasuri methi,30.0,g,item_code,A-MEHRAN KAUSRI METHILEAVES 12/50G,Review fuzzy name match
Mutton Kadai KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Meat\Mutton_Kadai_100_Pax.docx,Fresh coriander leaves,300.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Pasta,20.0,kg,item_code,GOODY PASTA #11 PENNE LISCE 24/500G,Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Eggplant,15.0,kg,item_code,EGGPANT (BIG),Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Tomatoes,15.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Olive oil,2.0,l,item_code,TAFGA OLIVE OIL 12/500ML,Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Garlic,500.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Onions,2.5,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Fresh basil,500.0,g,item_code,A-TFG FRESHLY BASIL LEAVES U.S  6/5Z,Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Ricotta salata or parmesan cheese,3.0,kg,item_code,TAFGA SLICED CHEESE 9/800G,Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Salt,200.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Black pepper,50.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Pasta ala normah KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta ala normah Ingredients.100 pax.docx,Red chili flakes,20.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Dry pasta,10.0,kg,item_code,GOODY PASTA #11 PENNE LISCE 24/500G,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Water,50.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Salt,200.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Olive oil,200.0,ml,item_code,TAFGA OLIVE OIL 12/500ML,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Olive oil,1.5,l,item_code,TAFGA OLIVE OIL 12/500ML,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Garlic,300.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Onion,2.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Tomato puree / crushed tomatoes,12.0,kg,item_code,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Tomato paste,1.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Salt,250.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Black pepper,50.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Sugar,200.0,g,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Dried oregano,100.0,g,item_code,A-TAFGA FRESHLY OREGANO/ZAATAR LEAVES,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Fresh basil,500.0,g,item_code,A-TFG FRESHLY BASIL LEAVES U.S  6/5Z,Review fuzzy name match
Pasta with Tomato Sauce KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Pasta with Tomato Sauce.100 pax.docx,Water / vegetable stock,3.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,pasta,20.0,kg,item_code,GOODY PASTA #11 PENNE LISCE 24/500G,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,water,5.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,salt,200.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,heavy cream,10.0,l,item_code,TAFGA MARAI COOKING CREAM 12/1LTR,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,tomato puree or crushed tomatoes,5.0,l,item_code,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,onions,2.5,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,garlic,500.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,butter or olive oil,500.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,parmesan cheese,1.0,kg,item_code,TAFGA SLICED CHEESE 9/800G,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,tomato paste,200.0,g,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,sugar,200.0,g,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,red chili flakes,50.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,black pepper,100.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Penne pasta KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Penne pasta Ingredients.100 pax.docx,salt,100.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Egg noodles / Hakka noodles,10.0,kg,item_code,A- MAKATI CHINESE NOODLES 30/200G,Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Cabbage,3.0,kg,item_code,CABBAGE (LOCAL),Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Carrot,2.5,kg,item_code,CARROT (AUSTALIA/CHINA),Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Capsicum,2.0,kg,item_code,GREEN PEPPER (LBN),Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Spring onion,1.5,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,French beans,2.0,kg,item_code,A-TOMEX CUT GREEN BEAN 4/2.5KG,Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Garlic,300.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Ginger,200.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Soy sauce,1.0,l,item_code,TAFGA MAKATI SOY SAUCE 12/750ML,Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Chili sauce,500.0,ml,item_code,A-(TAFGA) AFFCO SWEET CORN 6/3KG,Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Vinegar,300.0,ml,item_code,MAWASIM VINEGAR WHITE 4/3.78LTR,Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Black pepper powder,100.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Salt,250.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Vegetable Noodles KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Pasta\Vegetable Noodles.100 pax.docx,Vegetable oil,2.0,l,item_code,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Whole chicken,25.0,kg,item_code,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Basmati rice,10.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Onion,4.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Garlic,400.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Ginger paste,400.0,g,item_code,GINGER (CHINA),Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Green chili,250.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Mandi spice mix,350.0,g,item_code,EASTERN KABSA SPICE MIX 24/200G,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Ground cumin,120.0,g,item_code,SHAN CUMIN POWDER 10/1KG,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Ground coriander,120.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Black pepper,70.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Turmeric,60.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Cardamom,40.0,g,item_code,BLACK CARDAMON INDIA  1/1KG,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Cloves,20.0,g,item_code,NIAZ CLOVE WHOLE 1/1KG,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Cinnamon sticks,100.0,g,item_code,NIAZ CINNAMON STICK 1/1KG,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Dried black lime,25.0,pieces,item_code,TFG NIAZ LEMON DRY 1/1KG,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Salt,600.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Vegetable oil or ghee,2.0,l,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Water or stock,22.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
arabic Mandi Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\arabic Mandi Rice.100 pax.docx,Charcoal,5.0,pieces,ambiguous,,Confirm ingredient master item_code/id before production costing
Biryani Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,Basmati Rice,10.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Biryani Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,Chicken or mutton,12.0,kg,item_code,TANMIAH FRESH CHICKEN 1/900G,Review fuzzy name match
Biryani Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,Onions,5.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Biryani Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,Tomatoes,3.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Biryani Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Biryani Rice Recipe. 100 pax.docx,Yogurt,4.0,kg,item_code,ALMARAI LABNEH FF 1/2.75KG,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Whole chicken,25.0,kg,item_code,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Basmati rice,10.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Onion,4.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Garlic,400.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Ginger paste,300.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Tomatoes,3.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Tomato paste,800.0,g,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Carrots,5.0,kg,item_code,CARROT (AUSTALIA/CHINA),Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Raisins,2.0,kg,item_code,A-5 DIAMOND RAISIN 1/10KG,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Bukhari spice mix,300.0,g,item_code,EASTERN KABSA SPICE MIX 24/200G,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Ground cumin,120.0,g,item_code,SHAN CUMIN POWDER 10/1KG,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Ground coriander,120.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Black pepper,70.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Turmeric,60.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Cinnamon sticks,100.0,g,item_code,NIAZ CINNAMON STICK 1/1KG,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Cardamom pods,40.0,g,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
