recipe_name,source_file,source_ingredient,quantity,unit,match_status,matched_ingredient,action_required
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Water,2.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Cardamom powder,15.0,g,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Rose water,50.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Full cream milk,15.0,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Sugar,1.5,kg,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Cardamom powder,10.0,g,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Saffron,2.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Almonds,500.0,g,item_code,A- SPIXA ALMONDS 1/1KG,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Pistachios,400.0,g,item_code,A- SPIXA PISTACHIO CLEAN 1/1KG,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Flavored Gelatin Powder,1.4,kg,unmatched,,Confirm ingredient master item_code/id before production costing
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Boiling Water,4.5,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Ice-Cold Water,4.5,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,White granulated sugar,1.5,kg,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Water,400.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Lemon juice,15.0,ml,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Whole milk,7.5,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Heavy whipping cream,2.0,l,item_code,TAFGA MARAI COOKING CREAM 12/1LTR,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,White granulated sugar,1.2,kg,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Egg yolks,30.0,pieces,item_code,SAEDCO FRESH EGGS MEDIUM 12/30 CT,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Unflavored gelatin powder,120.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Cornstarch,100.0,g,contains,A-AL AMC CORN STARCH 1/25KG,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Pure vanilla extract,60.0,ml,item_code,TFGA CUSTARD POWDER 24/450G,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Whole milk,8.5,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Heavy cream,1.0,l,item_code,TAFGA MARAI COOKING CREAM 12/1LTR,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Custard Powder,500.0,g,item_code,TFGA CUSTARD POWDER 24/450G,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Pure vanilla extract,50.0,ml,item_code,TFGA CUSTARD POWDER 24/450G,Review fuzzy name match
Standard Catering Sweet KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Standard Catering Sweet 100 pax  .docx,Unsalted butter,150.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Vermicelli,2.5,kg,item_code,TAFGA GOODY VERMICELLI CUT 24/500G,Review fuzzy name match
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Full cream milk,12.0,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Sugar,2.5,kg,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Ghee,700.0,g,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Green cardamom powder,20.0,g,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Almonds,500.0,g,item_code,A- SPIXA ALMONDS 1/1KG,Review fuzzy name match
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Cashew nuts,500.0,g,item_code,A- SPIXA CASHEW NUTS 1/1KG,Review fuzzy name match
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Raisins,400.0,g,item_code,A-5 DIAMOND RAISIN 1/10KG,Review fuzzy name match
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Saffron,2.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
Vermicelli with Milk KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Vermicelli with Milk Recipe.100 pax.docx,Rose water,50.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Okra,15.0,kg,item_code,OKRA (LOCAL),Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Oil,1.5,l,item_code,AFIA SUNFLOWER OIL 4/2.9LTR,Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Onions,5.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Tomatoes,3.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Ginger-Garlic Paste,300.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Green Chilies,200.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Achari Masala,200.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Turmeric Powder,50.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Red Chili Powder,100.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Coriander Powder,150.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Salt,300.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Lemon Juice / Amchur,100.0,g,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Achari Okra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Achari Okra.100 pax.docx,Fresh Coriander,500.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
allo bujiya for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,Potatoes,8.0,kg,item_code,POTATO (LOCAL),Review fuzzy name match
allo bujiya for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,Besan,2.5,kg,item_code,TFGA ADELCO CHICK PEAS PWDR INDIA 1/15KG,Review fuzzy name match
allo bujiya for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,Oil,3.0,l,item_code,AFIA SUNFLOWER OIL 4/2.9LTR,Review fuzzy name match
allo bujiya for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,Red chili powder,100.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
allo bujiya for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,Turmeric powder,50.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
allo bujiya for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,Garam masala,50.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
allo bujiya for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,Asafoetida,5.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
allo bujiya for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,Salt,150.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
allo bujiya for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\allo bujiya Ingredients for 100 Servings..docx,Coriander leaves,100.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Cauliflower florets,10.0,kg,item_code,CAULIFLOWER (LOCAL),Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Potatoes,5.0,kg,item_code,POTATO (LOCAL),Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Onions,3.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Tomatoes,3.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Green chilies,200.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Ginger-garlic paste,400.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Cooking oil,1.5,l,item_code,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Cumin seeds,100.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Turmeric powder,80.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Red chili powder,120.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Coriander powder,200.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Garam masala,80.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Salt,300.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Fresh coriander leaves,1.0,kg,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
ALOO GOBI KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\ALOO GOBI.100 pax.docx,Lemon juice,200.0,ml,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,"Bitter gourd , sliced",5.0,kg,item_code,BITTERGOURD (LOCAL),Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,"Potatoes, peeled and cubed",5.0,kg,item_code,POTATO (LOCAL),Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Oil,700.0,ml,item_code,AFIA SUNFLOWER OIL 4/2.9LTR,Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Cumin seeds,100.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Mustard seeds,25.0,g,item_code,A-NASEEL MUSTARD WHOLE 1/1KG,Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Turmeric powder,50.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Red chili powder,100.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Coriander powder,80.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Garam masala,50.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Salt,100.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,"Onions, finely chopped",5.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,"Tomatoes, chopped",3.0,kg,item_code,TOMATO (ADY),Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,"Green chilies, slit",200.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Garlic paste,200.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,Ginger paste,200.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Bitter Gourd POTATO KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Bitter Gourd POTATO 100 PAX.docx,"Fresh coriander leaves, chopped",200.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,"Carrots, diced",5.0,kg,item_code,CARROT (AUSTALIA/CHINA),Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,"Potatoes, diced",5.0,kg,item_code,POTATO (LOCAL),Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,Green peas,5.0,kg,item_code,A-TOMEX GREEN PEAS 4/2.5KG,Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,"Onion, finely chopped",2.5,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,"Garlic, minced",200.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,"Ginger, minced",150.0,g,item_code,GINGER (CHINA),Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,"Green chilies, chopped",100.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,"Tomatoes, pureed",2.0,kg,item_code,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,Cooking oil,500.0,ml,item_code,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,Cumin seeds,50.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,Turmeric powder,25.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,Coriander powder,50.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,Garam masala,20.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,Red chili powder,20.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,Salt,150.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
carrot potato green peas mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\carrot potato green peas mix 100 pax.docx,"Fresh coriander leaves, chopped",200.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Cauliflower Potato Curry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Vegetable\Cauliflower Potato Curry.100 pax.docx,Cauliflower florets,7.5,kg,item_code,CAULIFLOWER (LOCAL),Review fuzzy name match
